tenure,monthly_charges,total_charges,num_products,support_tickets,login_frequency,contract_type,payment_method,senior_citizen,tech_support,online_backup,churn
22,47.86,998.51,4,0,23,Month-to-month,Electronic check,0,Yes,No,1
44,41.87,1576.94,2,2,28,One year,Bank transfer,0,No,Yes,0
58,38.28,2086.25,3,1,27,Month-to-month,Electronic check,0,Yes,No,0
36,102.57,3620.35,1,2,28,Month-to-month,Electronic check,0,Yes,Yes,0
69,48.57,3296.45,2,1,25,Month-to-month,Bank transfer,0,No,No,1
31,112.71,3205.25,2,1,15,Month-to-month,Bank transfer,1,No,No,1
47,116.99,5052.57,1,0,22,Month-to-month,Mailed check,0,No,No,1
55,77.13,3654.8,2,2,26,Month-to-month,Bank transfer,0,Yes,Yes,0
62,34.3,2021.58,1,1,30,One year,Electronic check,0,No,No,0
30,57.45,1677.29,4,0,10,One year,Bank transfer,0,Yes,No,0
55,99.77,4865.62,2,2,6,One year,Electronic check,0,No,Yes,0
16,56.74,829.04,1,2,16,One year,Electronic check,0,No,Yes,0
12,28.7,336.07,2,1,21,Month-to-month,Bank transfer,0,No,No,0
17,75.68,1262.85,2,1,12,Month-to-month,Bank transfer,0,No,No,0
16,104.51,1482.33,3,2,3,Month-to-month,Electronic check,1,No,Yes,1
12,99.59,1114.51,4,1,13,Two year,Electronic check,0,No,Yes,0
8,37.51,263.73,2,1,9,One year,Credit card,0,No,Yes,0
3,87.28,226.57,3,2,9,Month-to-month,Bank transfer,0,No,Yes,1
16,42.05,663.83,2,0,9,Month-to-month,Electronic check,0,No,No,1
30,41.82,1220.82,1,3,26,Two year,Bank transfer,0,No,Yes,0
23,107.41,2381.51,3,2,11,One year,Electronic check,0,No,Yes,0
5,44.97,192.77,2,1,1,Two year,Mailed check,0,Yes,No,0
65,46.32,2940.22,3,3,25,Month-to-month,Electronic check,1,Yes,Yes,0
30,20.07,551.35,3,5,22,Month-to-month,Mailed check,0,No,No,0
21,107.07,2026.68,2,1,8,One year,Electronic check,1,No,No,0
70,99.26,6475.52,4,1,28,One year,Mailed check,0,No,No,0
22,82.73,1571.99,3,2,4,One year,Mailed check,0,Yes,No,0
72,95.03,6592.4,2,2,7,One year,Mailed check,0,Yes,Yes,0
32,35.2,1055.85,2,0,20,One year,Electronic check,0,No,Yes,0
33,65.83,1907.33,2,0,13,One year,Mailed check,0,No,No,0
16,55.12,774.53,4,4,6,Month-to-month,Bank transfer,0,Yes,No,0
38,29.38,979.83,3,1,6,Month-to-month,Mailed check,0,No,Yes,1
14,68.61,824.67,1,0,8,Two year,Bank transfer,0,No,No,0
36,112.07,3785.06,2,0,2,Month-to-month,Mailed check,0,Yes,No,0
23,24.01,539.01,2,2,13,One year,Mailed check,0,Yes,Yes,0
66,49.15,2765.83,1,2,16,One year,Bank transfer,0,Yes,No,0
2,40.75,69.87,1,3,17,Two year,Credit card,0,Yes,No,0
65,43.81,2665.16,2,1,11,Month-to-month,Electronic check,0,No,No,0
67,110.84,7225.21,2,2,21,Month-to-month,Electronic check,0,Yes,No,0
52,66.81,3123.27,2,2,13,Two year,Bank transfer,0,Yes,No,0
62,66.63,3728.04,1,2,25,Two year,Credit card,0,No,Yes,0
23,96.06,2075.61,1,0,25,One year,Credit card,0,No,Yes,0
26,35.45,821.36,3,1,27,Month-to-month,Mailed check,0,No,Yes,1
68,68.73,3991.25,2,2,12,Month-to-month,Mailed check,0,Yes,No,1
55,63.0,3327.39,1,0,13,One year,Bank transfer,0,No,No,0
6,79.69,451.29,2,0,8,Two year,Bank transfer,0,No,No,0
35,119.96,3934.56,2,3,18,Two year,Bank transfer,0,No,No,0
22,96.94,2050.04,1,2,25,Month-to-month,Credit card,0,No,No,0
43,59.79,2445.72,1,2,1,Month-to-month,Bank transfer,0,No,No,1
15,102.76,1357.79,1,1,10,Month-to-month,Mailed check,0,No,Yes,0
60,37.07,2008.17,3,1,16,Two year,Mailed check,1,No,No,0
12,23.05,240.34,3,0,1,One year,Bank transfer,0,Yes,No,0
49,40.44,1722.92,3,3,18,Month-to-month,Mailed check,0,Yes,No,0
42,54.04,2159.44,3,1,6,Month-to-month,Mailed check,0,Yes,Yes,0
38,71.06,2643.01,3,0,17,One year,Electronic check,0,Yes,No,0
45,81.51,3647.45,2,3,12,Month-to-month,Electronic check,0,Yes,No,0
35,111.06,3670.4,2,1,4,Two year,Mailed check,0,No,Yes,1
30,70.99,1869.06,1,2,17,One year,Credit card,0,Yes,Yes,0
30,70.13,1821.66,2,1,22,Month-to-month,Electronic check,0,No,Yes,1
6,25.02,145.91,3,0,25,Month-to-month,Mailed check,1,No,No,1
67,23.49,1474.39,2,2,23,Two year,Electronic check,0,Yes,Yes,0
7,75.12,495.73,2,0,23,Month-to-month,Electronic check,0,No,Yes,0
52,63.82,3209.85,1,1,28,Month-to-month,Credit card,0,Yes,No,0
14,103.92,1390.13,2,1,15,Two year,Credit card,1,No,No,0
15,36.07,527.62,3,1,14,Two year,Electronic check,0,No,No,0
21,22.5,405.61,3,1,7,Two year,Bank transfer,0,Yes,Yes,0
35,64.9,2185.47,2,1,25,Month-to-month,Electronic check,0,No,No,0
66,43.75,2822.9,3,0,14,Month-to-month,Credit card,0,No,Yes,0
2,24.96,44.57,2,5,24,Month-to-month,Electronic check,0,Yes,No,1
35,92.46,3061.57,3,0,0,Month-to-month,Electronic check,0,No,Yes,0
20,31.16,559.09,2,0,27,One year,Bank transfer,0,No,No,0
10,80.83,803.2,2,3,16,Month-to-month,Credit card,0,Yes,No,0
25,48.1,1028.15,2,1,29,One year,Electronic check,0,No,No,0
66,37.35,2309.72,3,3,14,Month-to-month,Bank transfer,0,Yes,No,0
25,57.98,1268.28,4,2,13,Month-to-month,Electronic check,0,No,Yes,0
54,100.14,5174.13,1,2,13,Two year,Credit card,1,Yes,Yes,0
33,59.21,1712.39,1,1,9,Month-to-month,Electronic check,1,No,No,1
36,95.08,3030.3,4,2,1,Month-to-month,Credit card,0,No,No,1
14,32.55,421.14,2,0,26,Month-to-month,Mailed check,1,Yes,Yes,0
65,97.28,6242.42,2,1,30,Month-to-month,Mailed check,0,Yes,Yes,1
54,43.69,2080.29,2,0,5,Month-to-month,Credit card,0,Yes,No,0
52,87.74,3976.82,1,1,29,Month-to-month,Credit card,0,No,No,1
3,76.58,221.43,3,0,16,One year,Bank transfer,0,Yes,No,0
41,112.91,4282.54,3,1,4,Two year,Electronic check,0,No,No,0
6,58.73,347.72,2,1,30,One year,Mailed check,0,No,No,0
25,26.62,580.31,2,3,4,Month-to-month,Mailed check,0,No,Yes,0
13,21.92,269.83,3,0,14,One year,Mailed check,0,Yes,Yes,0
8,102.69,726.99,1,0,14,Month-to-month,Bank transfer,1,Yes,No,0
21,72.47,1329.37,3,2,19,One year,Electronic check,1,No,No,0
68,97.52,6316.47,1,1,10,One year,Bank transfer,0,No,No,1
25,43.44,1019.81,2,4,4,Month-to-month,Bank transfer,0,No,No,0
68,54.51,3570.36,4,0,27,Two year,Electronic check,0,No,No,0
45,23.01,928.2,3,1,0,Two year,Bank transfer,0,Yes,No,0
60,116.15,6391.94,2,2,10,Two year,Bank transfer,0,No,Yes,0
12,86.79,948.6,3,4,10,Month-to-month,Bank transfer,0,Yes,Yes,1
32,113.32,3617.59,2,3,5,One year,Electronic check,0,No,No,1
13,46.55,540.91,1,1,22,Two year,Bank transfer,0,No,No,0
31,81.15,2249.55,4,1,7,Month-to-month,Electronic check,1,Yes,Yes,0
20,87.85,1586.89,3,2,30,Two year,Mailed check,1,No,No,0
18,51.75,870.66,2,0,1,Month-to-month,Bank transfer,0,No,No,1
60,104.81,5583.32,2,1,30,Month-to-month,Bank transfer,0,No,No,1
63,114.72,7135.53,1,0,14,One year,Electronic check,1,Yes,Yes,0
6,108.49,579.24,1,1,22,One year,Bank transfer,0,Yes,Yes,0
32,93.91,2958.16,2,0,21,One year,Credit card,0,Yes,Yes,0
43,47.75,1777.13,3,4,8,Two year,Electronic check,0,Yes,Yes,0
2,48.16,91.36,2,1,14,Month-to-month,Credit card,0,No,No,1
60,116.34,6883.01,3,5,7,Month-to-month,Bank transfer,0,No,Yes,1
23,21.03,423.38,1,1,29,Two year,Bank transfer,0,Yes,No,0
31,91.6,2826.11,2,0,15,Month-to-month,Electronic check,0,No,Yes,0
5,90.62,415.92,1,2,26,One year,Electronic check,0,No,Yes,0
34,82.27,2774.4,2,1,13,One year,Credit card,0,Yes,No,0
10,119.01,1132.41,1,2,14,Month-to-month,Mailed check,0,Yes,No,0
2,51.19,91.65,4,3,19,Month-to-month,Electronic check,0,Yes,No,1
11,54.0,521.68,1,2,29,One year,Bank transfer,0,No,No,0
50,27.89,1248.86,4,0,12,Two year,Electronic check,0,No,No,0
31,64.28,1721.58,2,1,8,One year,Bank transfer,0,No,No,0
56,46.1,2250.07,4,2,0,One year,Bank transfer,0,Yes,No,0
9,54.34,423.38,2,0,26,Month-to-month,Credit card,0,No,Yes,0
21,103.46,1984.6,4,0,5,Month-to-month,Bank transfer,0,Yes,No,0
28,113.55,3081.91,1,4,7,Month-to-month,Electronic check,0,No,Yes,1
62,38.57,2083.35,3,1,26,Month-to-month,Mailed check,0,No,No,0
7,57.25,348.47,4,2,26,Month-to-month,Bank transfer,0,Yes,Yes,0
16,112.86,1709.18,1,2,19,Month-to-month,Mailed check,1,No,No,1
4,26.18,92.11,1,0,17,Month-to-month,Credit card,0,No,No,0
4,29.24,101.13,2,2,26,Month-to-month,Bank transfer,0,No,Yes,0
40,36.28,1269.84,4,3,17,Month-to-month,Electronic check,0,Yes,No,1
17,79.52,1336.37,2,2,25,One year,Credit card,0,No,Yes,0
52,35.05,1773.79,2,2,16,One year,Electronic check,0,No,Yes,0
52,116.81,5485.6,1,0,20,Month-to-month,Electronic check,0,No,Yes,1
36,64.67,2207.93,1,0,15,Two year,Bank transfer,0,Yes,No,0
38,70.15,2480.68,3,3,12,Month-to-month,Credit card,0,No,No,1
50,44.67,2125.33,1,1,21,Two year,Mailed check,0,Yes,No,0
63,67.1,4026.08,2,1,3,Month-to-month,Electronic check,0,No,No,1
63,86.19,5127.58,4,1,3,Two year,Mailed check,0,Yes,No,0
62,95.12,5248.22,1,2,20,Month-to-month,Electronic check,0,Yes,No,1
7,95.39,571.48,3,3,13,One year,Electronic check,0,No,Yes,0
27,77.79,1928.81,1,2,30,Month-to-month,Electronic check,1,No,Yes,1
14,110.44,1520.87,2,1,4,One year,Bank transfer,0,No,Yes,0
71,101.74,6757.08,1,0,15,Month-to-month,Credit card,0,No,No,1
5,95.7,466.47,3,0,13,Month-to-month,Electronic check,0,Yes,Yes,1
55,25.56,1404.03,2,1,29,One year,Electronic check,0,Yes,Yes,0
2,20.69,36.19,2,2,13,Month-to-month,Credit card,0,No,No,0
62,41.24,2438.67,2,2,13,Two year,Bank transfer,0,Yes,Yes,0
21,86.35,1724.76,1,2,24,Month-to-month,Credit card,0,No,No,1
21,61.12,1279.66,3,0,23,Month-to-month,Electronic check,0,No,Yes,1
10,60.24,601.1,2,3,24,One year,Electronic check,0,No,Yes,0
58,108.46,5995.03,3,2,28,Month-to-month,Mailed check,0,No,Yes,1
39,109.56,3788.05,1,3,13,Month-to-month,Bank transfer,0,Yes,Yes,0
5,110.92,537.84,3,1,18,One year,Mailed check,0,No,No,0
65,51.39,2892.92,1,2,29,One year,Bank transfer,0,No,Yes,0
13,89.11,1120.32,2,1,2,Two year,Electronic check,0,No,Yes,0
53,47.16,2465.81,1,2,16,Month-to-month,Mailed check,0,No,No,0
